PERSONID,PRDTIND1,PRDTOCC1,PRTAGE,PEMARITL,PESEX,PEEDUCA,PTDTRACE,PRFTLF,GTCBSA,PEHRUSL1,PEHRUSLT
10580,22,17,19,6,1,39,1,1,31080,40,40
10581,32,1,27,6,1,39,1,1,31080,40,40
10582,29,17,57,6,1,39,1,1,31080,40,40
10584,36,1,25,6,2,43,4,1,31080,40,40
10585,13,21,36,1,2,33,1,1,31080,40,40
10586,46,13,41,1,1,33,1,1,31080,-4,-4
10590,27,1,39,1,1,39,1,1,31080,40,40
10597,45,16,45,6,2,43,1,1,31080,40,40
10599,36,9,27,6,1,44,1,1,31080,40,40
10611,38,17,35,1,2,44,1,1,31080,40,40
10612,43,6,43,1,1,44,1,1,31080,40,40
10617,36,1,47,6,1,43,1,1,31080,40,40
10622,4,19,41,1,1,34,1,1,31080,-4,-4
10623,22,16,54,1,2,37,1,1,31080,40,40
10624,17,17,49,5,2,43,1,1,31080,40,40
10627,44,9,41,1,2,38,1,1,31080,35,35
10628,21,16,47,1,1,39,1,1,31080,40,40
10629,23,22,45,6,2,40,2,1,41860,40,40
10634,22,10,42,6,2,44,2,1,31080,40,40
10637,22,17,43,6,1,40,4,1,31080,40,40
10639,14,16,57,1,2,34,4,1,40900,40,40
10673,51,15,53,1,2,38,2,1,31080,40,40
10679,47,20,60,1,1,39,1,1,31080,40,40
10680,40,13,56,1,2,42,1,1,31080,40,40
10681,32,17,29,6,1,42,1,1,31080,40,40
10684,44,16,60,5,1,39,2,1,31080,40,40
10685,44,16,55,5,1,39,2,1,31080,40,40
10703,49,17,54,1,2,44,4,2,41860,15,15
10704,46,16,20,6,1,40,4,2,41860,15,15
10741,10,1,49,1,1,43,1,1,37100,55,55
10742,32,1,46,1,2,43,1,1,37100,45,45
10745,44,13,19,6,2,40,1,2,37100,30,30
10746,4,19,43,6,1,39,1,1,31080,40,40
10749,22,16,35,4,2,39,1,1,31080,-4,-4
10774,36,9,62,1,1,42,1,2,31080,30,30
10775,49,2,63,1,2,43,1,1,31080,40,40
10778,38,2,53,1,1,43,4,1,31080,40,40
10780,48,15,22,6,2,42,4,1,31080,40,40
10781,27,13,25,6,2,43,4,1,31080,40,40
10782,34,22,53,1,1,43,1,1,31080,40,40
10785,32,7,56,1,2,46,4,1,41940,50,50
10788,22,17,77,6,1,40,1,2,31080,15,15
10791,26,16,23,6,2,43,1,2,31080,20,20
10793,48,14,21,6,2,35,1,1,41740,40,40
10795,22,15,20,1,2,42,1,1,41740,40,40
10797,41,10,43,1,1,42,4,1,41740,36,36
10801,36,3,32,1,1,44,1,1,41940,50,50
10804,49,6,56,1,1,46,4,1,41940,-4,-4
10808,46,16,18,6,2,39,4,2,41940,15,15
10810,4,19,60,1,1,39,4,1,41860,40,40
10811,43,15,61,1,2,39,4,1,41860,40,40
10813,42,10,33,6,2,43,4,1,41860,40,40
10817,24,20,41,1,1,39,1,1,31080,40,40
10826,38,1,54,1,1,43,1,1,31080,50,50
10827,36,7,53,1,2,44,5,1,31080,50,50
10836,8,9,27,1,2,43,1,1,41940,40,40
10837,8,9,31,1,1,44,1,1,41940,60,60
10838,8,1,42,1,1,44,4,1,41940,40,40
10839,34,2,37,1,2,43,4,2,41940,20,20
10843,24,1,60,1,1,44,1,1,31080,40,40
10844,48,15,42,1,2,39,1,1,31080,40,40
10847,38,1,40,6,2,40,1,1,41940,60,60
10848,42,2,44,4,2,39,1,1,41940,55,55
10862,38,14,26,1,1,40,1,1,40900,40,40
10868,42,15,64,1,2,41,4,1,31080,40,40
10871,4,19,37,6,1,39,1,1,31080,-4,-4
10872,4,19,33,6,1,39,1,1,31080,-4,-4
10875,44,21,30,6,1,39,1,2,31080,30,30
10878,41,10,30,6,2,43,2,1,31080,40,40
10885,42,6,34,6,2,44,1,1,41940,40,40
10886,41,10,55,1,2,42,4,1,41940,40,40
10887,42,15,59,1,1,39,4,2,41940,32,32
10890,26,17,40,6,2,43,1,1,31080,40,40
10899,50,14,45,1,2,33,1,2,41940,-4,-4
10900,38,14,47,1,1,39,1,1,41940,40,40
10917,51,1,61,1,1,43,2,1,41940,50,50
10918,40,8,56,1,2,44,1,1,41940,50,50
10919,44,15,19,6,1,39,6,2,41940,30,30
10926,46,13,43,6,2,40,1,1,40900,40,40
10930,44,14,27,6,1,43,1,1,41940,40,40
10931,22,16,31,6,1,42,1,1,41940,40,40
10934,24,2,63,6,1,43,4,1,40900,40,40
10949,51,2,43,1,1,44,1,1,41860,55,55
10950,36,9,43,1,2,44,1,2,41860,0,0
10956,46,13,37,4,1,34,1,1,41860,40,40
10958,46,13,19,6,1,40,1,2,41860,20,20
10959,46,13,38,6,1,34,1,1,41860,40,40
10960,50,14,39,6,2,34,1,2,41860,12,12
10963,49,2,24,1,1,41,1,1,31080,36,36
10967,36,4,64,1,1,43,1,1,41740,55,55
10968,42,5,62,1,2,46,1,2,41740,30,30
10969,34,19,55,1,1,39,3,1,41860,40,40
10977,34,14,28,4,1,39,4,1,31080,40,40
10979,21,17,26,6,2,43,1,1,31080,40,40
10985,46,22,37,1,1,40,1,1,31080,-4,-4
10986,23,17,33,1,2,40,1,1,31080,50,50
10987,22,16,35,4,2,39,1,1,31080,-4,-4
10989,23,17,26,6,1,40,1,1,31080,40,40
10991,34,16,53,4,2,39,1,1,31080,40,40
10992,23,17,26,6,1,39,1,1,31080,40,40
10993,46,13,31,1,2,35,1,1,31080,36,36
10994,17,21,46,1,1,37,1,1,31080,40,40
10998,46,1,47,1,1,40,4,1,31080,-4,-4
10999,46,13,47,1,2,40,4,2,31080,-4,-4
11005,42,6,74,1,2,44,1,2,31080,5,5
11006,44,9,76,1,1,40,1,2,31080,10,10
11007,22,16,28,6,2,40,1,1,31080,40,40
11008,22,16,34,6,1,40,1,1,31080,40,40
11016,46,13,47,1,2,39,1,1,40140,40,40
11017,4,19,48,1,1,38,1,1,40140,40,40
11023,43,6,30,1,2,43,1,1,41740,40,40
11024,40,8,34,1,1,43,1,1,41740,47,47
11025,27,16,59,6,2,42,1,1,41860,40,40
11026,40,8,22,6,2,40,2,2,31080,20,20
11027,46,13,27,6,2,39,1,2,31080,28,28
11029,50,14,48,4,2,34,1,2,31080,10,10
11030,22,13,24,2,2,40,1,2,31080,30,30
11031,43,1,45,4,2,40,2,1,31080,45,45
11032,42,11,36,1,1,43,4,1,31080,40,40
11035,36,3,35,1,1,43,4,1,41860,40,40
11038,36,4,43,6,2,43,2,1,41860,40,40
11040,48,15,46,1,2,39,4,1,41860,-4,-4
11041,48,15,48,1,1,39,4,1,41860,-4,-4
11044,36,9,47,1,1,39,1,1,41860,-4,-4
11046,41,10,42,6,1,45,1,1,41860,-4,-4
11047,22,21,26,6,2,36,1,1,31080,40,40
11053,40,3,36,1,1,43,1,1,41860,55,55
11054,28,1,34,1,2,43,4,1,41860,50,50
11056,41,10,29,6,1,46,1,1,31080,90,90
11057,44,9,24,6,1,43,1,2,31080,20,20
11059,23,22,53,1,1,39,1,1,31080,35,35
11061,36,16,74,1,1,40,1,1,31080,40,40
11063,4,17,29,6,2,40,1,1,31080,40,40
11064,32,17,30,6,2,43,1,1,31080,40,40
11066,36,3,61,1,1,46,4,1,41940,40,40
11067,8,2,60,1,2,44,4,1,41940,40,40
11072,13,4,51,6,1,42,1,1,41860,40,40
11075,38,12,26,6,1,39,1,1,40140,37,37
11076,23,17,24,6,1,39,1,1,40140,40,40
11077,6,16,60,6,1,40,1,1,40140,40,40
11078,38,14,60,1,1,32,1,1,40140,40,40
11080,10,21,52,6,2,35,1,1,40140,40,40
11081,36,7,62,1,1,45,1,1,41860,50,50
11082,36,9,58,1,2,43,1,1,41860,-4,-4
11085,22,17,22,6,2,40,2,2,40140,30,30
11086,22,21,51,4,1,39,2,1,40140,40,40
11087,43,15,37,1,2,39,4,1,41860,-4,-4
11088,21,22,43,1,1,43,4,1,41860,40,40
11101,51,12,51,1,2,39,1,1,31080,40,40
11102,34,1,52,1,2,43,4,1,31080,40,40
11103,36,2,57,1,1,43,4,1,31080,40,40
11110,22,17,35,5,2,40,1,2,41740,32,32
11112,22,1,27,6,2,43,1,1,31080,40,40
11114,38,14,39,6,2,39,1,1,31080,40,40
11116,49,6,37,1,1,43,1,1,31080,40,40
11121,23,22,58,1,1,39,1,1,31080,40,40
11122,23,22,26,6,1,39,1,2,31080,-4,-4
11123,38,12,32,6,1,39,1,1,31080,40,40
11124,22,17,26,6,1,39,2,1,31080,40,40
11132,28,2,30,1,2,46,1,1,41860,40,40
11133,29,1,34,1,1,43,1,1,41860,40,40
11135,42,1,72,3,2,43,4,1,41740,60,60
11136,42,15,63,2,2,39,4,1,41740,40,40
11143,32,1,39,1,1,42,1,1,41740,40,40
11144,49,2,41,1,2,39,1,1,41740,40,40
11148,45,13,59,6,1,39,1,1,41740,40,40
11151,23,22,58,1,1,40,1,2,31080,30,30
11152,43,6,52,1,2,40,1,1,31080,35,35
11153,36,16,23,6,1,43,1,1,41940,40,40
11154,43,6,31,4,1,43,1,1,41940,40,40
11155,46,13,27,1,1,38,1,1,41860,40,40
11158,51,2,39,4,1,44,1,1,41860,40,40
11159,23,13,33,6,1,38,1,1,41860,40,40
11172,44,22,59,1,1,40,1,1,46700,40,40
11173,40,17,54,1,2,39,1,1,46700,40,40
11181,38,22,45,4,2,39,1,1,40140,40,40
11183,46,13,20,6,1,40,1,2,40140,25,25
11184,38,17,57,5,2,43,1,1,40140,40,40
11185,36,3,56,1,1,43,4,2,41860,20,20
11187,36,2,62,1,1,46,1,1,31080,45,45
11188,36,1,59,1,2,44,1,1,31080,45,45
11189,43,15,20,6,2,40,1,2,31080,20,20
11190,29,4,33,1,1,44,4,1,41740,40,40
11193,22,17,49,4,2,43,1,1,41740,40,40
11212,36,3,42,1,1,44,4,1,31080,40,40
11226,22,16,30,6,2,43,2,2,31080,27,27
11227,26,9,30,6,2,43,2,1,31080,50,50
11228,22,15,49,6,1,42,1,2,41860,25,25
11229,22,16,37,4,1,43,1,1,41860,60,60
11231,44,17,22,6,2,40,1,1,31080,35,35
11237,36,17,26,6,2,43,1,1,31080,45,45
11238,38,2,25,6,2,43,1,1,31080,45,45
11239,51,1,52,4,2,40,3,1,41740,40,40
11241,36,3,26,6,1,43,1,1,41740,40,40
11243,46,1,44,6,1,36,4,1,31080,40,40
11244,38,17,44,6,2,43,1,2,41740,20,20
11245,42,10,73,4,2,43,1,1,41740,40,40
11246,41,10,48,5,2,42,1,1,41740,40,40
11248,38,21,51,1,1,33,1,1,41740,40,40
11250,22,16,44,1,1,43,4,1,41740,40,40
11253,22,16,48,1,1,43,4,1,41740,40,40
11258,40,12,67,6,2,43,2,2,41860,12,12
11259,4,19,48,3,1,40,2,1,41860,40,40
11265,51,15,47,5,2,42,1,1,40140,40,40
11271,10,19,40,1,1,35,1,1,31080,60,60
11274,38,3,45,4,1,40,1,1,41740,40,40
11277,4,19,36,4,1,39,1,2,31080,2,2
11278,42,11,36,6,2,40,1,1,31080,40,40
11284,22,16,66,1,2,39,1,2,31080,-4,-4
11285,6,21,63,1,1,40,1,1,31080,40,40
11286,36,1,36,6,1,43,1,1,31080,40,40
11303,51,20,59,4,1,40,1,1,41740,40,40
11311,51,5,45,4,2,43,1,1,40900,40,40
11318,21,16,38,4,2,39,1,1,31080,40,40
11322,21,17,34,6,1,39,1,1,31080,40,40
11325,22,16,20,6,2,40,1,2,40900,30,30
11326,39,22,31,1,1,33,1,1,31080,79,79
11329,36,7,33,1,2,43,1,1,31080,40,40
11330,22,16,33,1,1,39,1,1,31080,40,40
11332,46,13,26,6,2,40,1,2,31080,25,25
11333,4,1,20,6,1,37,1,2,31080,10,10
11334,4,19,27,6,1,39,1,1,31080,40,40
11340,22,2,50,4,2,43,1,1,41860,45,45
11341,36,9,50,6,1,40,1,1,41860,45,45
11342,51,12,34,1,1,40,4,1,40140,45,45
11343,42,11,37,1,2,42,1,2,40140,16,16
11348,46,13,55,1,1,34,1,1,40140,50,50
11355,36,17,27,1,2,43,1,1,40140,40,40
11356,22,20,27,1,1,40,1,1,40140,40,40
11359,47,20,30,1,1,39,1,1,40140,40,40
11364,51,17,44,1,2,39,1,1,41740,40,40
11365,48,1,42,1,1,42,1,1,41740,40,40
11369,8,4,50,1,2,39,4,1,41940,40,40
11370,8,4,56,1,1,43,4,1,41940,50,50
11371,32,1,25,6,2,40,4,1,41940,40,40
11372,33,17,26,6,2,40,4,2,41940,30,30
11377,47,20,38,6,1,40,4,1,41940,40,40
11378,45,14,55,4,2,38,4,1,41940,40,40
11383,22,16,63,4,1,42,2,2,40900,-4,-4
11384,22,16,30,6,1,42,2,1,40900,35,35
11385,51,1,59,1,1,44,1,1,40140,40,40
11386,38,16,47,1,2,40,1,1,40140,40,40
11388,32,2,48,5,2,39,1,1,31080,40,40
11420,42,21,43,1,2,43,4,1,41940,40,40
11424,8,4,53,4,2,39,4,1,41940,40,40
11425,33,16,47,1,1,34,2,1,37100,40,40
11426,34,16,47,1,2,44,2,1,37100,35,35
11428,36,9,67,1,2,44,1,1,31080,-4,-4
11439,44,15,58,1,1,43,1,2,31080,30,30
11440,23,22,57,1,2,43,4,1,31080,45,45
11442,26,9,33,1,1,43,4,1,31080,40,40
11444,38,16,73,1,2,43,1,1,31080,50,50
11448,4,19,31,1,1,38,1,1,31080,40,40
11453,41,10,41,1,2,33,1,1,31080,40,40
11454,4,19,59,1,1,32,1,1,31080,40,40
11462,23,22,53,1,1,39,1,1,31080,40,40
11463,36,7,51,1,2,39,1,1,31080,40,40
11465,42,17,28,6,2,39,1,1,37100,40,40
11470,32,17,30,4,2,39,1,1,37100,40,40
11476,36,7,80,1,1,45,1,1,31080,-4,-4
11483,36,2,62,6,1,43,4,1,31080,40,40
11484,38,17,24,6,2,39,1,1,31080,40,40
11491,36,3,33,6,1,43,1,2,41860,25,25
11495,42,17,49,1,2,43,1,1,37100,40,40
11496,42,10,49,1,1,46,4,1,37100,60,60
11498,38,20,42,1,1,40,1,1,31080,-4,-4
11499,40,22,35,1,2,40,1,2,31080,30,30
11501,36,7,39,5,2,46,1,1,31080,40,40
11504,49,1,59,1,2,44,1,2,31080,20,20
11505,42,1,59,1,1,44,1,1,31080,40,40
11507,40,8,48,1,2,40,1,1,31080,40,40
11508,4,19,50,1,1,40,1,1,31080,40,40
11510,35,22,45,1,1,39,1,1,31080,40,40
11511,38,14,43,1,2,39,1,1,31080,40,40
11513,50,15,20,6,2,40,1,2,31080,20,20
11520,46,13,24,6,1,39,7,1,41740,35,35
11521,43,8,30,6,2,40,1,1,41740,40,40
11522,40,8,43,1,2,44,8,1,41740,50,50
11523,8,3,44,1,1,43,4,1,41740,50,50
11528,36,1,50,4,1,43,1,1,41740,50,50
11531,8,4,52,1,1,42,1,1,41740,40,40
11532,36,3,46,1,2,41,1,1,41740,40,40
11536,36,2,28,6,1,44,1,1,41860,60,60
11537,36,1,27,6,2,43,1,1,41860,40,40
11538,10,21,44,1,2,33,1,1,40140,38,38
11539,4,22,47,1,1,40,1,1,40140,50,50
11541,49,1,59,4,2,44,1,1,41860,50,50
11544,23,22,40,5,1,43,1,1,41860,40,40
11545,41,10,32,6,1,45,1,1,41740,60,60
11546,41,10,29,6,1,45,2,1,41740,60,60
11557,4,19,28,6,1,39,1,2,40140,10,10
11560,19,21,60,1,1,40,1,1,41940,40,40
11561,38,2,24,6,1,40,1,2,41940,20,20
11565,23,22,52,1,1,37,1,1,41940,40,40
11566,46,13,47,1,2,38,1,1,41940,40,40
11567,14,21,20,6,2,39,1,2,41940,30,30
11568,14,21,21,6,2,39,1,1,41940,40,40
11569,10,4,24,6,1,39,1,1,41940,40,40
11573,40,8,41,1,2,43,1,2,41860,32,32
11580,26,9,39,6,2,43,1,1,31080,40,40
11582,26,9,37,3,2,44,8,1,31080,40,40
11584,46,22,52,6,1,35,1,1,41740,40,40
11585,46,13,54,6,1,36,1,1,41740,40,40
11588,22,17,26,6,2,40,1,1,40140,40,40
11594,51,15,22,6,2,40,1,2,31080,15,15
11595,23,22,48,1,1,33,1,1,31080,-4,-4
11597,22,16,26,6,2,40,1,1,31080,40,40
11601,40,8,35,1,2,44,1,1,31080,35,35
11602,4,19,31,1,1,39,1,1,31080,40,40
11604,36,17,42,1,1,40,1,1,31080,38,38
11605,36,1,36,1,2,40,1,1,31080,40,40
11608,44,9,65,1,1,43,1,1,31080,40,40
11609,44,9,57,1,2,40,1,1,31080,-4,-4
11612,4,19,49,1,1,39,1,1,41940,40,40
11614,14,21,22,6,2,39,1,1,41940,40,40
11615,22,22,21,6,1,37,1,1,41940,40,40
11616,10,4,22,6,1,39,1,1,41940,50,50
11617,4,19,38,4,1,39,1,1,41940,40,40
11618,6,21,50,1,2,39,1,1,40140,45,45
11619,6,21,56,1,1,34,1,1,40140,40,40
11623,41,11,58,1,2,42,1,2,31080,20,20
11624,4,19,65,1,1,34,1,1,31080,40,40
11634,43,8,42,1,2,43,1,2,41940,20,20
11635,19,5,42,1,1,43,1,1,41940,-4,-4
11646,13,21,49,1,1,39,1,1,31080,40,40
11648,51,14,47,6,2,41,4,2,41740,6,6
11650,22,16,66,1,2,45,4,2,41740,24,24
11652,51,14,19,2,1,38,4,1,41740,40,40
11653,40,1,42,1,2,42,1,1,40140,40,40
11654,4,1,36,1,1,42,1,1,40140,40,40
11657,21,2,49,1,2,43,4,2,41740,5,5
11658,21,16,51,1,1,43,4,1,41740,35,35
11659,47,17,43,6,1,40,1,1,41740,40,40
11660,46,13,46,2,1,40,1,1,41740,40,40
11662,36,7,66,4,2,43,1,1,41740,40,40
11663,42,10,35,6,2,46,1,2,41740,30,30
11668,21,2,72,6,2,40,1,1,31080,40,40
11684,40,14,59,1,1,39,1,1,41940,40,40
11685,33,16,62,1,2,41,1,1,41940,55,55
11695,8,20,33,1,1,38,1,1,31080,50,50
11699,8,20,38,4,1,33,1,1,31080,45,45
11703,8,7,40,6,1,43,1,1,41860,40,40
11705,36,1,41,1,1,43,4,1,41860,40,40
11706,36,4,42,1,2,43,4,1,41860,40,40
11722,42,10,51,4,2,43,4,1,31080,40,40
11723,21,22,46,6,1,39,1,1,31080,40,40
11726,49,2,22,6,2,40,1,2,41740,30,30
11727,36,7,85,1,1,45,1,1,41740,-4,-4
11730,15,2,27,6,1,43,1,1,41740,40,40
11732,23,22,55,1,1,39,4,1,41740,40,40
11734,22,16,26,6,1,40,1,1,41740,36,36
11735,23,22,32,6,1,39,1,1,41740,40,40
11738,46,13,21,6,1,39,1,2,41740,16,16
11742,36,1,34,1,1,43,4,1,41940,40,40
11743,48,15,34,1,2,40,4,1,41940,40,40
11756,4,1,68,1,1,43,1,1,31080,40,40
11758,46,9,30,6,2,40,1,1,31080,35,35
11759,26,1,31,6,2,43,1,1,31080,40,40
11772,13,21,37,1,2,33,1,2,31080,30,30
11773,42,15,53,1,1,39,1,2,31080,24,24
11776,22,16,70,1,1,35,1,1,31080,-4,-4
11781,10,4,56,6,1,44,1,1,31080,40,40
11787,4,2,41,4,1,43,1,1,31080,40,40
11788,46,13,37,4,2,44,1,1,31080,40,40
11789,22,16,33,1,1,43,4,1,31080,60,60
11790,46,1,30,1,2,42,2,1,31080,60,60
11803,36,17,36,2,2,43,1,1,41860,40,40
11804,35,16,45,1,1,31,1,1,41860,40,40
11808,51,11,33,2,1,43,1,1,41860,40,40
11809,41,10,44,1,1,45,1,1,41860,60,60
11812,16,21,60,1,2,39,4,1,41860,40,40
11813,42,10,60,1,1,43,4,1,41860,40,40
11814,42,10,25,6,2,43,4,1,41860,40,40
11817,4,19,20,6,1,39,1,1,31080,45,45
11818,4,19,37,1,1,36,1,1,31080,40,40
11819,51,17,50,1,2,36,1,2,31080,20,20
11822,22,10,41,1,2,40,1,2,41740,24,24
11834,36,4,66,1,1,44,1,1,31080,40,40
11835,49,1,57,1,2,44,1,1,31080,45,45
11839,32,1,68,1,1,44,1,1,31080,55,55
11843,16,21,43,1,1,31,1,1,31080,40,40
11844,16,21,39,1,2,32,1,1,31080,-4,-4
11848,16,21,38,6,1,33,1,1,31080,40,40
11850,16,21,38,6,2,31,1,1,31080,-4,-4
11854,38,14,23,1,1,39,1,1,31080,40,40
11857,41,10,28,6,1,40,2,1,31080,40,40
11858,30,17,53,1,1,40,2,1,31080,40,40
11859,36,17,50,1,2,42,2,1,31080,40,40
11861,34,16,52,6,2,40,1,1,31080,40,40
11864,32,17,30,6,1,39,1,2,31080,20,20
11866,51,15,62,6,1,43,1,2,31080,23,23
11868,22,16,41,1,1,43,2,1,46700,40,40
11872,17,21,26,1,1,41,6,1,46700,40,40
11879,43,15,38,4,2,36,4,1,41940,40,40
11885,13,21,49,1,1,43,1,1,31080,40,40
11888,42,10,39,1,1,43,4,1,40900,36,36
11889,41,10,38,1,2,43,4,1,40900,36,36
11894,46,1,37,1,2,39,1,1,40900,35,35
11895,46,13,22,6,2,40,1,2,40900,25,25
11896,4,1,57,4,1,39,1,1,31080,40,40
11897,44,9,30,6,1,39,1,2,31080,32,32
11904,4,19,42,1,1,43,6,1,41860,40,40
11911,38,20,32,1,1,40,1,1,31080,40,40
11915,46,13,21,6,2,39,2,2,31080,20,20
11926,25,1,31,6,1,40,1,1,31080,40,40
11927,23,17,54,1,1,43,2,1,31080,52,52
11935,22,17,24,6,1,40,2,1,41860,48,48
11941,36,3,35,1,1,44,4,1,41860,40,40
11945,33,16,61,1,1,44,4,1,31080,40,40
11946,33,17,58,1,2,44,4,1,31080,40,40
11948,47,20,50,1,1,40,4,1,31080,40,40
11955,36,3,48,1,1,43,1,1,41940,40,40
11956,48,15,41,1,2,44,4,2,41940,-4,-4
11965,42,15,58,2,2,40,2,2,41860,10,10
11968,51,7,56,6,2,40,2,1,40900,40,40
11976,4,19,43,6,1,33,1,2,31080,-4,-4
11977,4,19,30,6,1,33,1,2,31080,-4,-4
11978,22,17,38,1,2,41,1,1,31080,40,40
11982,22,16,17,6,1,39,1,2,31080,20,20
11983,22,17,20,6,2,40,1,1,31080,40,40
11984,22,16,33,6,2,40,1,1,31080,40,40
11987,22,1,29,1,1,43,1,1,31080,50,50
11988,40,8,31,1,2,44,1,1,31080,40,40
11996,40,8,46,1,2,43,1,2,31080,15,15
11997,26,21,49,1,1,39,1,1,31080,40,40
12000,40,8,51,1,1,46,1,1,41940,40,40
12001,40,1,53,1,2,44,1,1,41940,40,40
12003,22,16,42,1,1,39,1,1,31080,40,40
12004,23,2,41,1,2,39,1,1,31080,40,40
12007,22,16,20,6,2,39,1,2,31080,20,20
12008,46,2,23,6,2,39,1,2,31080,20,20
12013,46,13,21,1,2,39,1,1,41860,40,40
12014,46,13,24,1,1,35,1,2,41860,30,30
12017,44,9,35,6,2,43,1,1,41860,40,40
12018,36,9,36,6,2,43,1,1,41860,50,50
12019,4,3,85,6,2,42,1,1,41860,40,40
12021,41,10,20,2,2,42,1,1,41860,40,40
12023,49,17,22,1,1,39,4,1,41860,40,40
12024,42,6,25,1,2,43,1,1,41860,40,40
12025,23,22,24,6,2,43,1,2,41860,20,20
12034,22,10,34,1,2,43,4,2,41940,28,28
12035,36,3,37,1,1,44,4,1,41940,40,40
12037,34,17,39,4,2,39,1,1,41940,40,40
12039,48,15,26,6,2,43,1,2,41940,20,20
12040,42,17,33,1,1,42,4,1,31080,40,40
12042,4,17,55,4,2,39,1,1,40140,40,40
12047,34,17,41,1,2,44,1,2,41940,-4,-4
12048,8,1,43,1,1,44,1,1,41940,55,55
12052,48,15,54,4,2,42,1,2,40140,30,30
12055,23,17,26,2,2,39,1,1,40140,40,40
12074,4,1,64,1,1,40,1,1,41740,40,40
12075,41,10,56,1,2,42,1,2,41740,20,20
12077,8,21,60,5,1,39,4,1,41740,40,40
12079,41,2,36,6,2,40,4,1,41740,-4,-4
12081,49,1,33,1,2,44,1,1,41740,45,45
12082,36,1,33,1,1,44,1,1,41740,50,50
12091,8,21,27,6,2,43,4,1,41940,40,40
12092,8,21,31,6,1,40,4,1,41940,40,40
12093,8,21,36,1,2,39,4,1,41940,40,40
12094,8,21,38,1,1,40,4,1,41940,40,40
12096,8,3,47,1,1,40,1,1,41940,70,70
12107,42,15,24,1,2,43,2,1,41940,40,40
12108,8,21,33,1,1,43,2,1,41940,40,40
12118,34,17,35,1,2,42,13,1,41940,40,40
12119,7,5,33,1,1,40,1,1,41940,60,60
12124,40,1,33,1,2,44,1,1,41940,40,40
12126,47,16,64,1,1,40,1,1,40900,40,40
12131,4,19,34,6,1,35,1,2,41740,8,8
12132,48,16,56,6,1,40,1,2,41740,28,28
12140,4,19,29,1,1,34,1,1,31080,80,80
12145,7,16,55,4,2,44,4,1,31080,40,40
12146,6,21,59,1,1,39,1,1,31080,40,40
12147,50,13,56,1,2,39,1,2,31080,20,20
12156,21,1,48,1,1,40,1,1,31080,40,40
12166,29,3,45,1,1,43,4,1,31080,40,40
12167,42,11,38,1,2,43,4,2,31080,6,6
12169,48,15,44,4,2,33,4,1,41860,40,40
12179,48,22,24,6,1,40,1,1,41740,40,40
12180,42,17,23,6,2,40,1,2,41740,-4,-4
12181,46,13,25,6,2,43,1,1,41740,40,40
12182,46,13,32,6,2,43,1,1,41740,40,40
12183,46,13,33,6,1,43,1,2,41740,25,25
12188,22,17,20,6,1,40,2,1,31080,40,40
12189,33,2,53,4,2,40,2,1,31080,40,40
12191,33,16,31,6,1,43,4,1,31080,40,40
12192,51,17,45,6,2,39,1,1,31080,40,40
12195,22,16,26,6,1,43,2,1,31080,35,35
12196,46,13,58,1,1,41,1,1,31080,-4,-4
12197,22,16,39,1,2,45,1,1,31080,40,40
12199,40,13,59,1,2,43,1,2,41740,15,15
12200,19,3,59,1,1,43,1,1,41740,40,40
12201,38,14,58,4,2,33,1,2,41740,20,20
12205,40,20,50,1,1,39,1,1,31080,40,40
12214,42,11,40,1,2,40,1,2,41940,-4,-4
12215,47,20,36,1,1,41,1,1,41940,-4,-4
12219,13,5,50,1,1,46,4,1,31080,40,40
12222,4,19,36,6,2,33,1,1,31080,40,40
12232,43,15,55,4,2,33,1,1,41940,40,40
12234,23,22,37,6,1,33,1,1,41940,40,40
12235,38,14,38,4,1,32,1,1,41940,40,40
12239,46,13,24,4,2,43,1,1,31080,40,40
12240,48,15,36,6,1,40,1,1,41740,40,40
12241,48,15,56,4,2,40,1,1,41740,40,40
12242,4,19,34,6,1,40,1,1,41740,40,40
12244,43,15,27,6,2,39,1,2,31080,18,18
12246,46,13,22,6,2,43,1,2,31080,20,20
12247,34,17,47,4,2,43,1,1,31080,40,40
12250,22,16,33,1,2,40,1,1,31080,40,40
12257,22,16,29,1,1,42,1,1,31080,-4,-4
12258,41,10,30,1,2,43,1,1,31080,40,40
12261,17,21,51,1,1,40,16,1,31080,40,40
12263,14,16,19,6,2,40,16,1,31080,36,36
12266,10,17,39,1,1,39,1,1,31080,40,40
12267,13,21,33,1,2,39,1,1,31080,40,40
12270,14,20,48,6,1,39,1,1,41860,40,40
12274,32,2,27,6,2,43,1,1,31080,50,50
12275,26,2,28,6,1,44,1,1,31080,50,50
12276,36,1,50,6,1,40,1,1,31080,-4,-4
12278,4,20,44,1,1,39,1,1,31080,40,40
12280,4,19,25,6,2,39,1,1,31080,40,40
12281,47,20,32,6,1,39,1,1,31080,40,40
12299,34,20,28,5,1,40,1,1,40140,40,40
12307,36,3,34,4,1,40,1,1,40140,45,45
12311,4,1,34,1,1,39,1,1,41860,40,40
12321,19,21,27,1,1,40,2,1,46700,40,40
12326,47,17,27,6,2,39,1,1,40140,40,40
12327,32,2,28,6,2,43,1,1,31080,40,40
12328,36,2,41,1,2,43,4,1,31080,40,40
12329,46,13,38,1,1,43,4,1,31080,40,40
12332,26,4,74,3,1,39,1,2,31080,32,32
12333,36,3,42,6,1,40,1,1,31080,45,45
